sample_id,split,negative_type,raw_gene_count,annotated_gene_count,source_pathway_ids,source_families,source_overlap_count,source_overlap_fraction,cross_same_family,generation_seed,generation_attempt,source_raw_gene_count,source_annotated_gene_count,retention_fraction,gene_set_sha256
TRAIN_NEG_00256,train,random_5_30,10,10,,,0,0.0,False,142,1,0,0,,a9fb83be44941a589d9c807612954df8c6c8ea40df7c0d7267eabe972cfcea6b
TRAIN_NEG_00257,train,shuffled,22,22,AC_PWY-7450,AraCyc_Misc,0,0.0,False,142,1,22,22,,b8374789928da54a72418ae85bc7b210d613c92730d5ac70975a7d6e4195ffac
TRAIN_NEG_00258,train,partial_50_80,9,9,AC_PWY-6786,AraCyc_Misc,9,1.0,False,142,1,16,16,0.5625,d53dd266e6afa525692dfe8318260ec7a9065b7b222c8d90433cc11505ef127d
TRAIN_NEG_00259,train,cross_pathway,9,9,AC_HISTSYN-PWY;ath04082,AraCyc_Misc;KEGG_SignalTrans,9,1.0,False,142,1,20,20,,f4581628fb5571c503a3769cdfcc45cfee97f54fe5ac36e33c695fba9a8db14a
TRAIN_NEG_00260,train,random_5_30,14,14,,,0,0.0,False,142,1,0,0,,8f983aaa815779f84ca05d7b7a105eec12837162e4976cc54bb2b9088ed20124
TRAIN_NEG_00261,train,shuffled,5,5,AC_PWY-63,AraCyc_Misc,0,0.0,False,142,1,5,5,,5a69a7544db077be668b58c2fd13083573ecb2ace0b6c74aba0454fba76b2806
TRAIN_NEG_00262,train,partial_50_80,24,24,ath00130,KEGG_Metabolism,24,1.0,False,142,1,40,40,0.6,0a856ea15f81000b0af2344b3ad96d5ba3bb9b3b008fe93b7f5f73b87081cc5b
TRAIN_NEG_00263,train,cross_pathway,14,14,AC_ETHYL-PWY;ath00660,AraCyc_Misc;KEGG_Cellular,14,1.0,False,142,1,30,30,,3d16f41a64d39364a621ae13898c2ca13b2821b492e7de419ca44fa4e36c6047
TRAIN_NEG_00264,train,random_5_30,13,13,,,0,0.0,False,142,1,0,0,,27a5cf6871efb5ce1eb8bb3c382dcc66e3faf35539b1fc08ec2e02c0f8b087ec
TRAIN_NEG_00265,train,shuffled,7,7,AC_PWY-2582,AraCyc_Misc,0,0.0,False,142,1,7,7,,e4ce891967ca33f80b998a6d6d0d58fdd2bfd2921d544409d878c922a462bc6e
TRAIN_NEG_00266,train,partial_50_80,22,22,ath00310,KEGG_Cellular,22,1.0,False,142,1,32,32,0.6875,91b0b1371b48632766c50090b376e6ff1bbde23f45a691b216da974b37e99f73
TRAIN_NEG_00267,train,cross_pathway,53,53,ath00480;AC_PWY-5859,KEGG_Cellular;AraCyc_Misc,53,1.0,False,142,1,107,107,,f451a89f684bdbb71bd9d4e30b76f72da279cd64a9f58f555afaa63600ee6133
TRAIN_NEG_00268,train,random_5_30,27,27,,,0,0.0,False,142,1,0,0,,243ad16a6190caaa8f1dd9cd0f889c4865476713c0978b11fe2ba8239c85ecaf
TRAIN_NEG_00269,train,shuffled,25,25,ath00941,KEGG_Cellular,0,0.0,False,142,1,25,25,,ea79b24af7e8a1054b02b1c0c2058683bca57e550ba9c6641ed7634138cae161
TRAIN_NEG_00270,train,partial_50_80,121,120,ath04142,KEGG_SignalTrans,121,1.0,False,142,1,193,192,0.6269430051813472,b0923364b6a04b27ea9715e32cebafd17ddae1a10ec7e53fad083fd3f94f11a2
TRAIN_NEG_00271,train,cross_pathway,37,37,AC_PWYQT-4450;ath00710,AraCyc_Misc;KEGG_Metabolism,37,1.0,False,142,1,76,75,,8e8dfdad18eaaf50eb5cd9db41e4fb86834ca6cf6f12f601c86a193af27b62a0
TRAIN_NEG_00272,train,random_5_30,9,9,,,0,0.0,False,142,1,0,0,,1c4acfe7e333be92bec85f82ae5e52ba71fa4b33c000d4068b39ccf0e3515e73
TRAIN_NEG_00273,train,shuffled,34,34,ath00770,KEGG_Cellular,0,0.0,False,142,1,34,34,,0e5245609117874cc5ae5ed6ee9b1d4a21c7d629487d3822b7a6d2b57ae95304
TRAIN_NEG_00274,train,partial_50_80,9,9,AC_PWY-2021,AraCyc_Misc,9,1.0,False,142,1,12,12,0.75,3e6509f61dba391b122a198aa48cb3a9a24634ab3574cefc380267df84be9e73
TRAIN_NEG_00275,train,cross_pathway,63,61,ath01212;AC_TRIGLSYN-PWY,KEGG_Lipid;AraCyc_Misc,63,1.0,False,142,1,127,125,,bf680272cda022405d7b9b46553454ba4ac0ce13e74434a59662a76fdbe69b4d
TRAIN_NEG_00276,train,random_5_30,7,7,,,0,0.0,False,142,1,0,0,,2e76ec2a6669f28916e3c24518cb18452bdae32330b460e7ca61559d85c1fe02
TRAIN_NEG_00277,train,shuffled,15,15,ath00300,KEGG_Cellular,0,0.0,False,142,1,15,15,,5cf55067b00f1eb6826135e68f8056b44258f5552ae5c3ea8ad824a7d47ee59a
TRAIN_NEG_00278,train,partial_50_80,6,6,AC_PWY-3462,AraCyc_Misc,6,1.0,False,142,1,10,10,0.6,8b3d9ddf1dd26ef9f0599c6d704a84611061731f1d54f0881e84975da6ff2bdc
TRAIN_NEG_00279,train,cross_pathway,14,14,AC_PWY-7036;AC_PWY-6441,AraCyc_Lipid;AraCyc_Misc,14,1.0,False,142,1,29,29,,e41f84f1a3f88c9e4f8610b90dcc995efa8d71df35ca14d5baec40a6b05dd877
TRAIN_NEG_00280,train,random_5_30,12,12,,,0,0.0,False,142,1,0,0,,744fe00cc00b440d9d490809f5ef009019c2830e9f5fbdb0fecc7d2343a490a6
TRAIN_NEG_00281,train,shuffled,6,6,ath00470,KEGG_Cellular,0,0.0,False,142,1,6,6,,44ecb902e24f9c798227bd0763dec4065796b0f7659b1a77425f0ebf8104e11e
TRAIN_NEG_00282,train,partial_50_80,79,79,AC_PWY-5464,AraCyc_Misc,79,1.0,False,142,1,102,102,0.7745098039215687,28a09c3925681d86226379f2f30b332fcbfd6ca870544377ab017d4c9cc28449
TRAIN_NEG_00283,train,cross_pathway,9,9,AC_PWY-4381;AC_POLYAMINSYN3-PWY,AraCyc_Lipid;AraCyc_Misc,9,1.0,False,142,1,18,18,,9a02ebbdadf416459ac7c2c8fc785e3168b613b61cffbf4aef013ac41c69ce48
TRAIN_NEG_00284,train,random_5_30,25,25,,,0,0.0,False,142,1,0,0,,b7d47a9b32d426543686ac3f5845732b2ef7b661df1ae102f75b1257040d2c61
TRAIN_NEG_00285,train,shuffled,6,6,AC_PWY-4381,AraCyc_Lipid,0,0.0,False,142,1,6,6,,7a9462232d9f32dda32a81497ff2c942519424aa9ecc221205e2d87f2ead0a00
TRAIN_NEG_00286,train,partial_50_80,6,6,AC_PWY-2021,AraCyc_Misc,6,1.0,False,142,1,12,12,0.5,e5609b7ed8c1730908a9f37e4320d23c3a9d3e3323197c52d46b0462e0d9e671
TRAIN_NEG_00287,train,cross_pathway,14,14,AC_PWYQT-4477;AC_PWY-5934,AraCyc_Misc;AraCyc_Misc,14,1.0,True,142,1,28,28,,8b43b99f3d543ea06af311fa406b249c3cc10f07a4abdc6eadb4b3438477eaaf
TRAIN_NEG_00288,train,random_5_30,17,17,,,0,0.0,False,142,1,0,0,,1940442dd79cc452cdba9549cdc5cc9cf311ec4e991b9f600e75c668443ec3f7
TRAIN_NEG_00289,train,shuffled,10,10,ath00540,KEGG_Lipid,0,0.0,False,142,1,10,10,,b535062ab25de4f01d1774e1e1c491ef286ca94e59d5c2a7317f1ac14f2321df
TRAIN_NEG_00290,train,partial_50_80,22,22,AC_PWY-7199,AraCyc_Nucleotide,22,1.0,False,142,1,28,28,0.7857142857142857,8c71586da70405735d207cbae0ff47d9429a532348a0d1c76346c729c3b5ac30
TRAIN_NEG_00291,train,cross_pathway,197,179,ath03010;AC_PWY-2463,KEGG_GeneticInfo;AraCyc_Misc,197,1.0,False,142,1,395,363,,01e03f42d5a7b21c36dac360c820caf47f6021bb1cf103d2c6e1cc29bfe2837e
TRAIN_NEG_00292,train,random_5_30,11,11,,,0,0.0,False,142,1,0,0,,4dcc81a29b6c3bfbeb5590a67fe87e9b2bd5b2057611ca56fa4e548e0c6bd3d4
TRAIN_NEG_00293,train,shuffled,16,16,AC_PWY0-162,AraCyc_Nucleotide,0,0.0,False,142,1,16,16,,a52df3cd914e2b326e9d07eedd9983e2497d91ad7c0744f3bc9bf826c23f4822
TRAIN_NEG_00294,train,partial_50_80,9,9,AC_PWY-6786,AraCyc_Misc,9,1.0,False,142,1,16,16,0.5625,321f9779d330034ba82db20bc239f55ed5111d41fa5e65d862ef21a9479f2860
TRAIN_NEG_00295,train,cross_pathway,39,39,ath00905;ath00260,KEGG_Cellular;KEGG_Cellular,39,1.0,True,142,1,79,79,,a394dc5c2b9fa5bd22c2ecaedbd2d3eddd6c60056c301d1ba706e20c69a4a183
TRAIN_NEG_00296,train,random_5_30,16,16,,,0,0.0,False,142,1,0,0,,9d29b1f322fd63a986527ec1c9fa0c72efecc530522830f13f479f2dc20a4dfb
TRAIN_NEG_00297,train,shuffled,12,12,AC_PWY-7560,AraCyc_Misc,0,0.0,False,142,1,12,12,,5d09c6243d876b63dbaac54dbb2a2d3a5e04a74e621ae59dbc65dc08efcb79ee
TRAIN_NEG_00298,train,partial_50_80,15,15,AC_ETHYL-PWY,AraCyc_Misc,15,1.0,False,142,1,23,23,0.6521739130434783,771ede0a9c7a96e1f107c5dfc27448fd30b709cef4a8fde7eee133c564b8e356
TRAIN_NEG_00299,train,cross_pathway,34,34,AC_PWY-6717;AC_PWY-5080,AraCyc_Misc;AraCyc_Lipid,34,1.0,False,142,1,69,69,,3ca92d7681d783c7e870a62ccc7cd7d3913d7140d1485e0ff46b0ff52bfb627e
TRAIN_NEG_00300,train,random_5_30,22,22,,,0,0.0,False,142,1,0,0,,744ea2cc0c89f90111d17cada806b6f6c9e9379c333a4f665a0ebc673eb7e542
TRAIN_NEG_00301,train,shuffled,22,22,AC_PWY-8321,AraCyc_Misc,0,0.0,False,142,1,22,22,,72ec1ea24b3911a43999a4b523f8839a2d008cc742a1b5d2235f2832a4e10fb9
TRAIN_NEG_00302,train,partial_50_80,41,41,ath00400,KEGG_Cellular,41,1.0,False,142,1,56,56,0.7321428571428571,8f739019907da875ae8e30f00bd50e464244d47defea4cc2c9058bea099316af
TRAIN_NEG_00303,train,cross_pathway,8,8,AC_PWY0-1319;AC_PWY-2681,AraCyc_Misc;AraCyc_Misc,8,1.0,True,142,1,18,18,,af2c39960d340681546b7d9105bf2074329bf04fc0b9cbe6fff1e50a669bd339
TRAIN_NEG_00304,train,random_5_30,18,18,,,0,0.0,False,142,1,0,0,,37cbd525f45618a09f9397bd93702b76951d9dab18673dfc15cae27713da852b
TRAIN_NEG_00305,train,shuffled,17,17,AC_PWY-1782,AraCyc_Misc,0,0.0,False,142,1,17,17,,e8a37a4a08c6ebdc883c176233aa71f73d2ffea2b7da85e6d3c289e646fa7d80
TRAIN_NEG_00306,train,partial_50_80,16,16,AC_PWY-7039,AraCyc_Misc,16,1.0,False,142,1,27,27,0.5925925925925926,1ec4628b5d8c4e3e8015aaa40e27106dc254810bc214f0600e3cbe13c93d5788
TRAIN_NEG_00307,train,cross_pathway,100,100,AC_PWY-5687;ath00500,AraCyc_Nucleotide;KEGG_Lipid,100,1.0,False,142,1,202,202,,62c9d1f4424675ae2ed30cb774eb9d76c73c4ba3f846c3a1c68ec2ddadd01c53
TRAIN_NEG_00308,train,random_5_30,27,27,,,0,0.0,False,142,1,0,0,,e5d93acf506c8285242e749347041e52d966cdbcdca6ef80933e36341d93726f
TRAIN_NEG_00309,train,shuffled,8,8,AC_PWY-6527,AraCyc_Misc,0,0.0,False,142,1,8,8,,4b99f2868dd5fe2e6f76d5e7a30b03ee73dff6029a4cba9343c428d8c257c418
TRAIN_NEG_00310,train,partial_50_80,5,5,ath00945,KEGG_Cellular,5,1.0,False,142,1,9,9,0.5555555555555556,43bdc5d7b4d8745ddb5236b3c5a3b45fbce6ae28a7bb56ef639685ffc0bd9853
TRAIN_NEG_00311,train,cross_pathway,24,24,AC_PWY18C3-24;AC_PWY4FS-8,AraCyc_Misc;AraCyc_Misc,24,1.0,True,142,1,48,48,,9fe13b99dc35862fdf08c651c4b3c36325ed7c2c1df60b4fa22c7a7acfb108d4
TRAIN_NEG_00312,train,random_5_30,6,6,,,0,0.0,False,142,1,0,0,,b147d4838e289cd2217ac638864ddaccfa6ecc493ae8d1c611fc543c053408b5
TRAIN_NEG_00313,train,shuffled,38,38,AC_PWY-5321,AraCyc_Misc,0,0.0,False,142,1,38,38,,198917a6dd301af47a2de001b028d3595a25e422240df5309bf17f20f06525d7
TRAIN_NEG_00314,train,partial_50_80,8,8,AC_PWY-5386,AraCyc_Misc,8,1.0,False,142,1,11,11,0.7272727272727273,928e62c2a5f73c94a8259b6db523dfd3cec142e30788cb8855b0af61178b8fa9
TRAIN_NEG_00315,train,cross_pathway,35,35,ath00330;AC_PWY-7208,KEGG_Cellular;AraCyc_Nucleotide,35,1.0,False,142,1,70,70,,3a192e4753d7608a7912d94f63b0806b4e296ccf0a3dcdfd4863d1eafbe43903
TRAIN_NEG_00316,train,random_5_30,15,15,,,0,0.0,False,142,1,0,0,,14c7e29bb5b668cacaf4488c95c6c3ae23af675dd29230a28ab44e23e7ef870e
TRAIN_NEG_00317,train,shuffled,54,54,ath00330,KEGG_Cellular,0,0.0,False,142,1,54,54,,1b08dd2066411099c0e315e9f79e479b2a32a60b089a22d75ed2d83431f0b97e
TRAIN_NEG_00318,train,partial_50_80,35,35,AC_PWY-5004,AraCyc_Misc,35,1.0,False,142,1,46,46,0.7608695652173914,b39ddd8b5f2004714bf243ee4e6382dcd69eca71bb0ac56c7006cb3e92d3290a
TRAIN_NEG_00319,train,cross_pathway,40,40,ath01040;AC_PWY-6803,KEGG_Lipid;AraCyc_Misc,40,1.0,False,142,1,81,81,,289a825460106b4e505af2e19b0837325b41817f706ebd9c2913eafed97420e6
TRAIN_NEG_00320,train,random_5_30,17,17,,,0,0.0,False,142,1,0,0,,2f3928b1f40ede819c24364a3c844ee0e969fc3140e1c9cb73d3b3f368cf4627
TRAIN_NEG_00321,train,shuffled,36,36,AC_PWYQT-4481,AraCyc_Misc,0,0.0,False,142,1,36,36,,d4b755503c42dab07c54d1b5ae0a8d711a9077be44f62234654751f6da72fac9
TRAIN_NEG_00322,train,partial_50_80,18,18,ath00770,KEGG_Cellular,18,1.0,False,142,1,34,34,0.5294117647058824,76bd9448dfc69b45c77029dc173078d881eb56e4448bc6cbb036bd8e113b6414
TRAIN_NEG_00323,train,cross_pathway,8,8,AC_PWY-7980;AC_PWY-6613,AraCyc_Misc;AraCyc_Cofactor,8,1.0,False,142,1,18,18,,93b5c55aa6a84dc52bf01580c58d24bdbcb83d6b1c88bd2f7b17b4929e12df01
TRAIN_NEG_00324,train,random_5_30,22,22,,,0,0.0,False,142,1,0,0,,525a989acb2adcda32036df9292b668a42dbc5456b07f34724c32e0af6eb4566
TRAIN_NEG_00325,train,shuffled,8,8,ath00531,KEGG_Lipid,0,0.0,False,142,1,8,8,,ef56528bbe4fcd488fecbd813c787b642d48aaa1fad8f6d596558a907f4278ae
TRAIN_NEG_00326,train,partial_50_80,25,25,ath00908,KEGG_Cellular,25,1.0,False,142,1,32,32,0.78125,b956de5f029a3bfcf5a7a42277801ac0545ff9449014201d2732b0a5032586ba
TRAIN_NEG_00327,train,cross_pathway,13,13,AC_SER-GLYSYN-PWY;AC_PWY-6612,AraCyc_Misc;AraCyc_Cofactor,13,1.0,False,142,1,28,28,,6fd4fa4a6a1abbe27cf12274bf0329b78cdc465771cccd306dc5eca45a8ef3e0
TRAIN_NEG_00328,train,random_5_30,21,21,,,0,0.0,False,142,1,0,0,,bebbfdddad35b994314d193ded757f3add70f570a0031551cf8d9e0aca828b70
TRAIN_NEG_00329,train,shuffled,13,13,AC_SER-GLYSYN-PWY,AraCyc_Misc,0,0.0,False,142,1,13,13,,ba505e83757bc2f9a6e4751abf741ad9374cd6793c6129458c5ed855b0b05bfe
TRAIN_NEG_00330,train,partial_50_80,12,12,AC_PWY-6786,AraCyc_Misc,12,1.0,False,142,1,16,16,0.75,1f6deed3e2360413a2ae9b9c58044d79b38dc8da084ac8334a59d049027ad393
TRAIN_NEG_00331,train,cross_pathway,44,44,AC_PWY-6803;AC_PWYQT-4475,AraCyc_Misc;AraCyc_AminoAcid,44,1.0,False,142,1,89,89,,7cddfc9b9bd7aa3626ff5d2d41c6f59dd18bdbfd8d612c58fb2f98f67bd0b73f
TRAIN_NEG_00332,train,random_5_30,12,12,,,0,0.0,False,142,1,0,0,,42854c1603e2054070643f56e860e03cd5f5a8de2fa786d20397952526e9413e
TRAIN_NEG_00333,train,shuffled,27,27,AC_PWY-1001,AraCyc_Carbohydrate,0,0.0,False,142,1,27,27,,4c770058e929e223e0f36e9a77ac27083a5b8596792ac2db844c682132e8676f
TRAIN_NEG_00334,train,partial_50_80,6,6,AC_PWY-4541,AraCyc_Lipid,6,1.0,False,142,1,8,8,0.75,4d717a33c2dec36ecb9d0591290d6e3919ca0183cc469d87178918583844a613
TRAIN_NEG_00335,train,cross_pathway,16,16,AC_ASPARAGINE-DEG1-PWY-1;AC_LEUSYN-PWY,AraCyc_Misc;AraCyc_Misc,16,1.0,True,142,1,32,32,,43d0510402b2604fc6fc9e079425b405406c3714e26fd28a6f8a04eaaf6e2371
TRAIN_NEG_00336,train,random_5_30,30,30,,,0,0.0,False,142,1,0,0,,cf51e76fb76ea1c64a46ccc277f4fdc0d988ce516630268cc4016f1c6145c623
TRAIN_NEG_00337,train,shuffled,7,7,ath00660,KEGG_Cellular,0,0.0,False,142,1,7,7,,13340a479196170dfa38e281cb7f5f91b4498b63ca53ddd33678c5b284bfcc9f
TRAIN_NEG_00338,train,partial_50_80,6,6,AC_PWY-4081,AraCyc_Misc,6,1.0,False,142,1,11,11,0.5454545454545454,5a73ccc225f8ba75ad0a65a23b8ed1c4492d2638603428e424e3e6ad09b6faae
TRAIN_NEG_00339,train,cross_pathway,9,9,AC_MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS;AC_PWY-1741,AraCyc_Misc;AraCyc_Misc,9,1.0,True,142,1,19,19,,ff3904df9cf0bbca7b952695348f7c1559f0b8fc63d10caaea672b165a53704a
TRAIN_NEG_00340,train,random_5_30,10,10,,,0,0.0,False,142,1,0,0,,d13516e0eb4776c2e8e950a1d007e5c056b1207e69069733b115262f094f541e
TRAIN_NEG_00341,train,shuffled,5,5,AC_PWY-4702,AraCyc_Misc,0,0.0,False,142,1,5,5,,38564c89978dc4a53adb26e65235992d0ce58f8b4be49d0932cf6e35bec2bcb0
TRAIN_NEG_00342,train,partial_50_80,8,8,ath04122,KEGG_SignalTrans,8,1.0,False,142,1,13,13,0.6153846153846154,7c453f163209d9698bc4477a8a4e5270403ec0e3c1a488d641996817412684b3
TRAIN_NEG_00343,train,cross_pathway,7,7,ath04082;AC_PWY-5807,KEGG_SignalTrans;AraCyc_Misc,7,1.0,False,142,1,15,15,,bd2918e9e18bdc26d925bb48ec0c67e78ab558164321d5d72782940e707be26e
TRAIN_NEG_00344,train,random_5_30,21,21,,,0,0.0,False,142,1,0,0,,666642e8ba7d21c7132344b456b60b9d5833cebd14139df8a0c390d2a9b17fde
TRAIN_NEG_00345,train,shuffled,32,32,ath00310,KEGG_Cellular,0,0.0,False,142,1,32,32,,ed56ca3dbf8b7ab3044afc7ecb2575ea4c6b8d7b9738feda2f9f327a6a99fb79
TRAIN_NEG_00346,train,partial_50_80,31,31,AC_PWY-5156,AraCyc_Lipid,31,1.0,False,142,1,47,47,0.6595744680851063,ff7e646726415eeab81f37adf25ab673ca4a8b40d3e353fc7c6dade9423479f0
TRAIN_NEG_00347,train,cross_pathway,349,325,ath00970;AC_PWY-6117,KEGG_Cellular;AraCyc_Misc,349,1.0,False,142,1,700,662,,b997446c231648978639288c1d025fefbaccc62c74127e4fb13bbeae96df4f6a
TRAIN_NEG_00348,train,random_5_30,13,13,,,0,0.0,False,142,1,0,0,,b3e969ab707dd4860342c6b9cdab30775e682380b47e1c48d905585c883bf404
TRAIN_NEG_00349,train,shuffled,46,46,ath03460,KEGG_GeneticInfo,0,0.0,False,142,1,46,46,,15619af8bc49f59274bf3a36b108c9767410ce74ab3cce22f97ede06716ea9a3
TRAIN_NEG_00350,train,partial_50_80,8,8,AC_PWY-2021,AraCyc_Misc,8,1.0,False,142,1,12,12,0.6666666666666666,af1b0b3a13bc7edd7e8c8753a921a6709f3f7155e9cdfe3035551325f13b8d73
TRAIN_NEG_00351,train,cross_pathway,33,33,ath00130;AC_PWY-8157,KEGG_Metabolism;AraCyc_Misc,33,1.0,False,142,1,57,57,,d79815ec3e02d6c76328894951fbceaf4190cf960e0db9198a7de12132bd8aae
TRAIN_NEG_00352,train,random_5_30,10,10,,,0,0.0,False,142,1,0,0,,19d82e3b988e0a9d86a70b04e1c5ba77760c620389805f9bb54885c5c56918f8
TRAIN_NEG_00353,train,shuffled,35,35,ath04382,KEGG_SignalTrans,0,0.0,False,142,1,35,35,,ca4573291b52a44d3861f0ef259ba997de0b3c7803087ba40fe19fdbc450206a
TRAIN_NEG_00354,train,partial_50_80,64,64,ath00230,KEGG_Cellular,64,1.0,False,142,1,96,96,0.6666666666666666,3e1741d02e20d963f2cc24854cba511b1cff412b6e2fee640d3ef3308eadd452
TRAIN_NEG_00355,train,cross_pathway,52,52,AC_PWY-6842;AC_PWY-2821,AraCyc_Misc;AraCyc_Misc,52,1.0,True,142,1,98,97,,b286360756b4a91f7139dbf5e489f5f54a6d3b7b3a4672af57de1bc9646175db
TRAIN_NEG_00356,train,random_5_30,18,18,,,0,0.0,False,142,1,0,0,,60bf3e9bbfea715f4281f5d6b6579aa24a620278f04650501ee6df060667f821
TRAIN_NEG_00357,train,shuffled,5,5,AC_GLYSYN-ALA-PWY,AraCyc_Misc,0,0.0,False,142,1,5,5,,261863d77eee35936741421d0158381202b3cf9c97408f9a9041b220eb38599d
TRAIN_NEG_00358,train,partial_50_80,6,6,AC_PWY-4321,AraCyc_Misc,6,1.0,False,142,1,9,9,0.6666666666666666,a41439943ea2c9191ffe95926062924985e585bcdc6f0593312eb8bf13319f26
TRAIN_NEG_00359,train,cross_pathway,112,112,ath00905;ath04626,KEGG_Cellular;KEGG_SignalTrans,112,1.0,False,142,1,225,225,,3139606c99c4a2afd0556817acc3371e3fc2024c15a7818f8f84ae97f7e24ff2
TRAIN_NEG_00360,train,random_5_30,21,21,,,0,0.0,False,142,1,0,0,,367bfd559f369fe1cac0f02dcaf597639d3ddecd88eed0ec6ec22410757657f1
TRAIN_NEG_00361,train,shuffled,5,5,AC_PWY-5859,AraCyc_Misc,0,0.0,False,142,1,5,5,,395cdc492e9069d0e0b5635e36ea3b6c6c4ae3b4e3e68a5348be40218bf69ac7
TRAIN_NEG_00362,train,partial_50_80,5,5,AC_PWY-8011,AraCyc_Misc,5,1.0,False,142,1,7,7,0.7142857142857143,cc55832401550473b39005f96b1383d468b3c4554f581fa8e08fc7a1320775cb
TRAIN_NEG_00363,train,cross_pathway,34,34,ath04382;AC_PWY-3801,KEGG_SignalTrans;AraCyc_Carbohydrate,34,1.0,False,142,1,70,70,,85ac855cccbe2b17f558f34b914e15f6c13ced07413048c6ab07cb72b8ead1ae
TRAIN_NEG_00364,train,random_5_30,29,29,,,0,0.0,False,142,1,0,0,,6206ece0b8a3d3cf91464824b07ad91567d50108ec1bc081bd135873fd7d9adc
TRAIN_NEG_00365,train,shuffled,42,42,ath00670,KEGG_Metabolism,0,0.0,False,142,1,42,42,,4f767d65af1e2ecc95e47251571e1fa18bd075007ae2b58a4b5a6ee38db24775
TRAIN_NEG_00366,train,partial_50_80,28,28,ath00330,KEGG_Cellular,28,1.0,False,142,1,54,54,0.5185185185185185,bd4286d3f26f9bdc7b7cd760e51d6462287813b39f29d83bae81aceb3bcacc94
TRAIN_NEG_00367,train,cross_pathway,44,43,AC_PWY-6118;AC_PWY-6842,AraCyc_Misc;AraCyc_Misc,44,1.0,True,142,1,89,88,,972626eae9846e787a06a3defbd430d5b3bc6833fec4a4aee7b60d986eb01982
TRAIN_NEG_00368,train,random_5_30,21,21,,,0,0.0,False,142,1,0,0,,89831ee08b643e22fb1d268e48c863175bd60a5b139c0d6857f4df8981d71125
TRAIN_NEG_00369,train,shuffled,36,36,AC_PWYQT-4481,AraCyc_Misc,0,0.0,False,142,1,36,36,,4b6bfd1c7eec0a40f4aff5c7f77cf20ada375279b1ee1aef37a07294872ac148
TRAIN_NEG_00370,train,partial_50_80,8,8,AC_PWY-6556,AraCyc_Nucleotide,8,1.0,False,142,1,10,10,0.8,5d0c49c3e3bf9aecdffe65053afa2f718cc809ae25a719c1ff9afa958f86511a
TRAIN_NEG_00371,train,cross_pathway,26,26,AC_PWY-5690;AC_PWY-5320,AraCyc_Misc;AraCyc_Misc,26,1.0,True,142,1,53,53,,bf873b0f2b1438fbe08f4d08878fa4e1cf3833d5e76cdf39efe309ebf19c4b72
TRAIN_NEG_00372,train,random_5_30,30,30,,,0,0.0,False,142,1,0,0,,5488bdb52dc5e06578e7b3e9502360c0f7c37666673e23e28fe361f3c7c7e4f5
TRAIN_NEG_00373,train,shuffled,16,16,AC_PWY18C3-24,AraCyc_Misc,0,0.0,False,142,1,16,16,,d9d3878797dda7f7ff482568bfc9e56f158418352103b4748007002e9bf8455c
TRAIN_NEG_00374,train,partial_50_80,5,5,AC_HEME-BIOSYNTHESIS-II,AraCyc_Misc,5,1.0,False,142,1,9,9,0.5555555555555556,b6a739b35e894386be4b26dbda858d7c63d4772b8810813fad455f3a0323aab5
TRAIN_NEG_00375,train,cross_pathway,10,10,AC_PWY4FS-3;AC_RIBOSYN2-PWY,AraCyc_Misc;AraCyc_Misc,10,1.0,True,142,1,21,21,,364e6d752daf046e9718a72a00d35a1c8e97e1d2bf8393df005da678733f7668
TRAIN_NEG_00376,train,random_5_30,23,23,,,0,0.0,False,142,1,0,0,,d138ffa5ff8e80189dcd2d2ec5e53c079bcb1bf2c3ffc61122617e90809a39f7
TRAIN_NEG_00377,train,shuffled,27,27,AC_PWY-5980,AraCyc_Misc,0,0.0,False,142,1,27,27,,ea358411f0f8d2bfed53c12776e72eab5a941c7e47ca0edf4aee758c1a3e3632
TRAIN_NEG_00378,train,partial_50_80,27,27,ath00100,KEGG_Metabolism,27,1.0,False,142,1,36,36,0.75,e7cdc25d89608bb90f7a91d36fc606bca65bd6d0fc179724e45b84fe086acedb
TRAIN_NEG_00379,train,cross_pathway,14,14,AC_PWY-5044;AC_HOMOSERSYN-PWY,AraCyc_Nucleotide;AraCyc_Misc,14,1.0,False,142,1,29,29,,4b857f34df2f96b7e83f108ebfde497d6ae60d02117e0989d734004030e8315f
TRAIN_NEG_00380,train,random_5_30,9,9,,,0,0.0,False,142,1,0,0,,33c054b45033559665c7b29b675320b16479c941aad3bdacc6284c609fe02b56
TRAIN_NEG_00381,train,shuffled,11,11,AC_PWY-5864,AraCyc_Misc,0,0.0,False,142,1,11,11,,9d31e80daf83d0c505dc9c4d9eb919a75d4498f392c926bb4ad3f29c7638a1d5
TRAIN_NEG_00382,train,partial_50_80,15,15,AC_PWY-7211,AraCyc_Nucleotide,15,1.0,False,142,1,22,22,0.6818181818181818,7ff05170813372ee2c0f18097a9c4b68eba07e08adccbbacf9ed964d0e9b34d2
TRAIN_NEG_00383,train,cross_pathway,18,18,AC_PWY-5320;AC_PWY-5918,AraCyc_Misc;AraCyc_Misc,18,1.0,True,142,1,36,36,,364e99f165e43892509f8085099c8c8e7b5b9ad1d675831bc7908fa65a3c2309
TRAIN_NEG_00384,train,random_5_30,8,8,,,0,0.0,False,142,1,0,0,,2ed6977aaaccccb8ef2a58ba2b8d6690109146ed880c42709875f5d8eb408d58
