sample_id,split,label,gene_set_type,annotated_gene_count,jaccard_gene_count,jaccard_mode,all_pair_count,evaluated_pair_count,complete_gene_set_sha256,jaccard_subset_sha256
TRAIN_NEG_00113,train,0,shuffled,41,30,hash_sampled,820,435,5e857e8e34cd300daab0741a21dbeb42f5ca356ea32cd1bc30043196bed6529b,e1ebe1ea11ed929bbf5d66a3d2597379c851388ccbcc48f39baeeb229122d669
TRAIN_NEG_00114,train,0,partial_50_80,8,8,exact,28,28,be034270338754a3ff5fb87ef2315a287260c91c654a91160ac1d9bf6ada905c,be034270338754a3ff5fb87ef2315a287260c91c654a91160ac1d9bf6ada905c
TRAIN_NEG_00115,train,0,cross_pathway,70,30,hash_sampled,2415,435,833528989959ee34f1e22ce1dc7ef8faccc6d3111c46143a739e934f4f6aee6d,49cfcba1b47896e64c2b53c0138142e9c1c264f48ee7e4974a2e6565bcd6e646
TRAIN_NEG_00116,train,0,random_5_30,8,8,exact,28,28,43e33a8e706ed3249470ad4c0e31827970edf085931861110240f4d2f1d8a4a5,43e33a8e706ed3249470ad4c0e31827970edf085931861110240f4d2f1d8a4a5
TRAIN_NEG_00117,train,0,shuffled,26,26,exact,325,325,185cff4c50eeec51ae544d3c2dc668ee87dd3ea6ce3d7738bc0a049d5929b6db,185cff4c50eeec51ae544d3c2dc668ee87dd3ea6ce3d7738bc0a049d5929b6db
TRAIN_NEG_00118,train,0,partial_50_80,8,8,exact,28,28,ddc6b5d95c50bd9c381b495c47f1c8f299eeb906393c84d9599ba7d3fa2720d3,ddc6b5d95c50bd9c381b495c47f1c8f299eeb906393c84d9599ba7d3fa2720d3
TRAIN_NEG_00119,train,0,cross_pathway,11,11,exact,55,55,6c558207a004f5a433a2ac4175a0928944ae276c5f6e8728e302298285780716,6c558207a004f5a433a2ac4175a0928944ae276c5f6e8728e302298285780716
TRAIN_NEG_00120,train,0,random_5_30,9,9,exact,36,36,8bf9445de29383f032efc3ff87294a01e824eeab63d4751acb54b6875c0459ed,8bf9445de29383f032efc3ff87294a01e824eeab63d4751acb54b6875c0459ed
TRAIN_NEG_00121,train,0,shuffled,11,11,exact,55,55,dde2fe3b5445240219e842b5743f5b6b2b627d3fd13d08c81231a53c29460faf,dde2fe3b5445240219e842b5743f5b6b2b627d3fd13d08c81231a53c29460faf
TRAIN_NEG_00122,train,0,partial_50_80,49,30,hash_sampled,1176,435,b9c038eb807bf6401fa96c1f5baaceae83b4d86c5a9aec15821cce84e2fc7c68,fb83009f7e87390b2cac4a3126dba4108d423580fac0e592cfe1f8db048417b0
TRAIN_NEG_00123,train,0,cross_pathway,27,27,exact,351,351,845704d5116f372593fecda514573058ddea834370c188c4c710f95dc5f7eb20,845704d5116f372593fecda514573058ddea834370c188c4c710f95dc5f7eb20
TRAIN_NEG_00124,train,0,random_5_30,14,14,exact,91,91,d907df2e319dad0b3f45f534e63b15fbef368f5ccac023ca07f94a9e4249be1f,d907df2e319dad0b3f45f534e63b15fbef368f5ccac023ca07f94a9e4249be1f
TRAIN_NEG_00125,train,0,shuffled,6,6,exact,15,15,5ec6ac0f767ec8762992d38e19eeb7ddc50c8ac4f3a75a9760520b1dfcee97f3,5ec6ac0f767ec8762992d38e19eeb7ddc50c8ac4f3a75a9760520b1dfcee97f3
TRAIN_NEG_00126,train,0,partial_50_80,26,26,exact,325,325,cd318ddc724afd8a610478b188606cfb6505bfa2ed4aefea1af33ff6667470a2,cd318ddc724afd8a610478b188606cfb6505bfa2ed4aefea1af33ff6667470a2
TRAIN_NEG_00127,train,0,cross_pathway,12,12,exact,66,66,76eec157c5b10dc3491d2634658fc4f981e424d1f19f0403898ece7ebd99a83c,76eec157c5b10dc3491d2634658fc4f981e424d1f19f0403898ece7ebd99a83c
TRAIN_NEG_00128,train,0,random_5_30,14,14,exact,91,91,52c973bdf5f8ce369d267d6ebc2c370c98ff94732dd00cc239405c2f9437096a,52c973bdf5f8ce369d267d6ebc2c370c98ff94732dd00cc239405c2f9437096a
TRAIN_NEG_00129,train,0,shuffled,32,30,hash_sampled,496,435,6561ea91d162375287ab7dc75434d93609c5c9234bbbf0b06c2f0cb65561702e,8840d6e43b67a8ee18dbd96345430034f0848d766901ef5ac33c8ead63690f81
TRAIN_NEG_00130,train,0,partial_50_80,38,30,hash_sampled,703,435,d753df95d6ab4e249be592c9a82eb08c1027e2ed5a898b79f5df954f360f4dca,2e82caf1c89ce3e05f47577981f102eab1990e0af99b6769b77192f1c2c3601e
TRAIN_NEG_00131,train,0,cross_pathway,11,11,exact,55,55,af3384a2fedc4798921cf8c2756afe7a64139d4441db0b7b982ad3dd5ab8a338,af3384a2fedc4798921cf8c2756afe7a64139d4441db0b7b982ad3dd5ab8a338
TRAIN_NEG_00132,train,0,random_5_30,7,7,exact,21,21,a77a7779bb5d75384cd88bc10b938aaad71d14bedacd832e690659a76a8fd4c8,a77a7779bb5d75384cd88bc10b938aaad71d14bedacd832e690659a76a8fd4c8
TRAIN_NEG_00133,train,0,shuffled,5,5,exact,10,10,c94251f998878ebb437bcdc6b058040a10579c923931a74b086046a1d9eb2b2a,c94251f998878ebb437bcdc6b058040a10579c923931a74b086046a1d9eb2b2a
TRAIN_NEG_00134,train,0,partial_50_80,11,11,exact,55,55,7830b442454131f23e6c125009405026623e8b2e8548b0e3e94fcc7606da3c44,7830b442454131f23e6c125009405026623e8b2e8548b0e3e94fcc7606da3c44
TRAIN_NEG_00135,train,0,cross_pathway,11,11,exact,55,55,6f3c230ba075dc74b3f13ed4a81a8ae6cca4cd8b816aaf5be4c6fb5bd07d3b02,6f3c230ba075dc74b3f13ed4a81a8ae6cca4cd8b816aaf5be4c6fb5bd07d3b02
TRAIN_NEG_00136,train,0,random_5_30,30,30,exact,435,435,13c972d07d320017f197469a39f333ab67ef3dd7d6ecbbd163cee86acbf45da8,13c972d07d320017f197469a39f333ab67ef3dd7d6ecbbd163cee86acbf45da8
TRAIN_NEG_00137,train,0,shuffled,18,18,exact,153,153,5222198df7d9fc2515dcace2be5bca00b15b9c9914e40bc60697dc8f52fd22af,5222198df7d9fc2515dcace2be5bca00b15b9c9914e40bc60697dc8f52fd22af
TRAIN_NEG_00138,train,0,partial_50_80,6,6,exact,15,15,3e476d71bc65cc0fb1eafd8b0b6ee799a0f6f9637b3c284d19e3eb30decd287a,3e476d71bc65cc0fb1eafd8b0b6ee799a0f6f9637b3c284d19e3eb30decd287a
TRAIN_NEG_00139,train,0,cross_pathway,44,30,hash_sampled,946,435,65e67f917f31755c31d13409ec8c67917327ea4fec8f24517cabd5295daad946,004514341e1d13dc3bf68c28b07b1a68ac0cfef63a56c7c993b15f9f788c13cf
TRAIN_NEG_00140,train,0,random_5_30,9,9,exact,36,36,1adb6c0abce943e609a8d82322b1891abafe9aef8b9681d6f3fb920c8751b792,1adb6c0abce943e609a8d82322b1891abafe9aef8b9681d6f3fb920c8751b792
TRAIN_NEG_00141,train,0,shuffled,32,30,hash_sampled,496,435,cff4b8093a98f873da8b077cb93191ddb37cf94655ab4cc13f5259dd4066e6b0,1a1623f60b5a8183f3525f0985ac6da41827a452ff61b86a00c5d8a23c2ae1c5
TRAIN_NEG_00142,train,0,partial_50_80,45,30,hash_sampled,990,435,ec5571d445bfd7352d87e70ba8c9c63007514a92e74af364e7c2beddd9cca554,4d686cd5ccfc595c6265d0347c850543b3dbfdcfd29702946e2b9b2ca1402d9c
TRAIN_NEG_00143,train,0,cross_pathway,12,12,exact,66,66,aa8bafeaa20ad9a7ec19b2706706fdd5be3b02de99fcf40ab87fe618ee801706,aa8bafeaa20ad9a7ec19b2706706fdd5be3b02de99fcf40ab87fe618ee801706
TRAIN_NEG_00144,train,0,random_5_30,21,21,exact,210,210,c59f192b100e235c1b25f57e2705cb5ec7c6bf4be9c78e3b0bbf12ccbfe2d9b9,c59f192b100e235c1b25f57e2705cb5ec7c6bf4be9c78e3b0bbf12ccbfe2d9b9
TRAIN_NEG_00145,train,0,shuffled,39,30,hash_sampled,741,435,7181a4badd6376fee37f8361d8f985204725763fce9bcecb2c7c1d3fe4b9cb22,f0de8deb58dba44fa2e08a68526fe21814334508e0c02d8a2feb0ed2532f5a1e
TRAIN_NEG_00146,train,0,partial_50_80,37,30,hash_sampled,666,435,e77be4543e00be326f4f99e0647dc636a42891a43937f34b5d771d8d0e98e227,0d4118c556edf368c16253cc0cd597d5c503743380f58399751805274d3bb986
TRAIN_NEG_00147,train,0,cross_pathway,44,30,hash_sampled,946,435,c6da3cc3f8f7ce6341e0cbe64c07160f73a95c66ba67262ceb9068ee53653969,be67332b3b0ce1d3a8911f86e489aba69523c8f8d0dd5350eb78af180873524c
TRAIN_NEG_00148,train,0,random_5_30,11,11,exact,55,55,aa41d99131f9b75a1ece6ee3c2a1fb0bf4b845b709836d2143c776ef1f6dd180,aa41d99131f9b75a1ece6ee3c2a1fb0bf4b845b709836d2143c776ef1f6dd180
TRAIN_NEG_00149,train,0,shuffled,24,24,exact,276,276,28ecd9641d9b1d5480a3d02d011e33778c85df8151d1e0fc4dc356009b8883df,28ecd9641d9b1d5480a3d02d011e33778c85df8151d1e0fc4dc356009b8883df
TRAIN_NEG_00150,train,0,partial_50_80,105,30,hash_sampled,5460,435,7f4ebbb4355aec83c033e3096e810e64a752385d9d9b7f86ac79e79027339b24,2a7b059ce780eafc25de3f465dc4c93df9c641595f4341762e21373ac99def10
TRAIN_NEG_00151,train,0,cross_pathway,26,26,exact,325,325,0277893021bba6177f017fd6f7d525288f34fe2a8c2189a15710fd8dba2f7d8c,0277893021bba6177f017fd6f7d525288f34fe2a8c2189a15710fd8dba2f7d8c
TRAIN_NEG_00152,train,0,random_5_30,30,30,exact,435,435,027c19f9bdecf4892bb5cdeeef1ac4cd91467c6458bb155ac4bf4634d4a53384,027c19f9bdecf4892bb5cdeeef1ac4cd91467c6458bb155ac4bf4634d4a53384
TRAIN_NEG_00153,train,0,shuffled,7,7,exact,21,21,2b6716b772543b17eb5aeb5221a3b8797ad34be6a6b029bc8d48d3a6c127fb01,2b6716b772543b17eb5aeb5221a3b8797ad34be6a6b029bc8d48d3a6c127fb01
TRAIN_NEG_00154,train,0,partial_50_80,6,6,exact,15,15,e6ffb8b1157bf00567e7a4d57b119eb25ab72ca6860905b81a6ce1438e7857ec,e6ffb8b1157bf00567e7a4d57b119eb25ab72ca6860905b81a6ce1438e7857ec
TRAIN_NEG_00155,train,0,cross_pathway,5,5,exact,10,10,9ad2ae81cebfad297e846a9b6dc2e8eec50b28fa03d9f2d3e6bd3b4e14008fc5,9ad2ae81cebfad297e846a9b6dc2e8eec50b28fa03d9f2d3e6bd3b4e14008fc5
TRAIN_NEG_00156,train,0,random_5_30,18,18,exact,153,153,31b2c1e15098e154ca10018fd710b69e2a01dd73497a5fb586d6620069514c42,31b2c1e15098e154ca10018fd710b69e2a01dd73497a5fb586d6620069514c42
TRAIN_NEG_00157,train,0,shuffled,9,9,exact,36,36,4332836edb18346cff03a9e90914607d7b7b59d70db3a491893221eec8864921,4332836edb18346cff03a9e90914607d7b7b59d70db3a491893221eec8864921
TRAIN_NEG_00158,train,0,partial_50_80,31,30,hash_sampled,465,435,47534fec6884d2f679cbbb792fad96afe08540612c48104fa9b32689cc48eb55,b7ac2b013943b4eea707ba43ab082e3c33d15360ae4ef24f71e53f7d6e109b8b
TRAIN_NEG_00159,train,0,cross_pathway,56,30,hash_sampled,1540,435,d52af6ec69c01c9f8fe5fa075c7818d88c713034c1652a8ae361ab43cd054bef,523c0a0adcd05485ed0207d5ed91b91fe40009f701fd6779f4209c740669f63c
TRAIN_NEG_00160,train,0,random_5_30,25,25,exact,300,300,d4cfe9ae383b1ea3563b36f69be0bbf45363be5437a0becbc7b385b77846a1b5,d4cfe9ae383b1ea3563b36f69be0bbf45363be5437a0becbc7b385b77846a1b5
TRAIN_NEG_00161,train,0,shuffled,11,11,exact,55,55,0f7aff09e6de547b2f247d1b093eaeae4b3d6e452a1e8eac49ef46a90aa91812,0f7aff09e6de547b2f247d1b093eaeae4b3d6e452a1e8eac49ef46a90aa91812
TRAIN_NEG_00162,train,0,partial_50_80,29,29,exact,406,406,72d6776d10571d475e34499556b3d4cc71323599ba4cc0b7e4979f3314c68919,72d6776d10571d475e34499556b3d4cc71323599ba4cc0b7e4979f3314c68919
TRAIN_NEG_00163,train,0,cross_pathway,14,14,exact,91,91,0472ba1255d7e926138f3324001f77d27e0c07b9c48f5fa2bee20fc15ef0d61c,0472ba1255d7e926138f3324001f77d27e0c07b9c48f5fa2bee20fc15ef0d61c
TRAIN_NEG_00164,train,0,random_5_30,14,14,exact,91,91,53981d5277a073bb69aa48e90d225b4bd74d6a3240cb9709ecfbc8e7948cfa3a,53981d5277a073bb69aa48e90d225b4bd74d6a3240cb9709ecfbc8e7948cfa3a
TRAIN_NEG_00165,train,0,shuffled,146,30,hash_sampled,10585,435,9c77c766a331a815c0f30d10aeed04bfc92e4d66eb9da4d37efc240ba67b0a6f,0e6b682e2a50b50c9e4ac224e5ae43444cb713269359444146b455d9054014f3
TRAIN_NEG_00166,train,0,partial_50_80,13,13,exact,78,78,e4855ab748ecf7728959ae567dfa20f69d42191b68c4fcf14d293d5cb23709db,e4855ab748ecf7728959ae567dfa20f69d42191b68c4fcf14d293d5cb23709db
TRAIN_NEG_00167,train,0,cross_pathway,39,30,hash_sampled,741,435,b6bf3118a677648ed2804adb985eb9d5426b018f4e5bf197311c0435be5a1a5b,2357571b1e86480fd70c9f21d61708a7dd933b7654b9e53562e63f5b3714f181
TRAIN_NEG_00168,train,0,random_5_30,22,22,exact,231,231,c022b36a0f09683e8338d67303537bf6eb8725848f0da29b4e5886c6a025274f,c022b36a0f09683e8338d67303537bf6eb8725848f0da29b4e5886c6a025274f
TRAIN_NEG_00169,train,0,shuffled,5,5,exact,10,10,318bee19d485657462cac39d61f34882a2c5b3aabd049c515cebbe4df725ac67,318bee19d485657462cac39d61f34882a2c5b3aabd049c515cebbe4df725ac67
TRAIN_NEG_00170,train,0,partial_50_80,5,5,exact,10,10,e2ad2b836b0f71e5d44fd54dcf13d63d88c1097f7b0009745dd12b047024099b,e2ad2b836b0f71e5d44fd54dcf13d63d88c1097f7b0009745dd12b047024099b
TRAIN_NEG_00171,train,0,cross_pathway,42,30,hash_sampled,861,435,89215c983fe621816ee550bc81f0d44a7d0c8bb7028d9a37083e46fbc52aba26,7b2aedb5bdaa5ad466f6ce1132c990fb5e58e8f92b865046062330069733fc10
TRAIN_NEG_00172,train,0,random_5_30,12,12,exact,66,66,171f09e7cdbd80480f44226751f47877958bfc5bb1818fe7f10c7e0bf872f34f,171f09e7cdbd80480f44226751f47877958bfc5bb1818fe7f10c7e0bf872f34f
TRAIN_NEG_00173,train,0,shuffled,21,21,exact,210,210,506a18084c862e24703b6933a576bc70e98f7530fc9b4877d0b53221e35e7cf8,506a18084c862e24703b6933a576bc70e98f7530fc9b4877d0b53221e35e7cf8
TRAIN_NEG_00174,train,0,partial_50_80,19,19,exact,171,171,5e2acfffe57e60aaa89030f4b9f03f44283990c1c55fed14abe5b3b83b46d22e,5e2acfffe57e60aaa89030f4b9f03f44283990c1c55fed14abe5b3b83b46d22e
TRAIN_NEG_00175,train,0,cross_pathway,14,14,exact,91,91,d430607a3536e8ee8861b3b4adf8318e6d6abafd9aa4ca8d9bfaa8ab7a8eff95,d430607a3536e8ee8861b3b4adf8318e6d6abafd9aa4ca8d9bfaa8ab7a8eff95
TRAIN_NEG_00176,train,0,random_5_30,22,22,exact,231,231,18410b05d47ca6aa3ce2abeba5544fbecf2304cd1e339854feff65d8af1d4d15,18410b05d47ca6aa3ce2abeba5544fbecf2304cd1e339854feff65d8af1d4d15
TRAIN_NEG_00177,train,0,shuffled,13,13,exact,78,78,dfd467b018d9fecb18f9b1eea1c042b6537601267b8f12c61d5f421458990a2a,dfd467b018d9fecb18f9b1eea1c042b6537601267b8f12c61d5f421458990a2a
TRAIN_NEG_00178,train,0,partial_50_80,8,8,exact,28,28,c740e8d0ba0a989b3356286cf50f70e4c6b60eba0b8d7ed48bbc2ca040151306,c740e8d0ba0a989b3356286cf50f70e4c6b60eba0b8d7ed48bbc2ca040151306
TRAIN_NEG_00179,train,0,cross_pathway,14,14,exact,91,91,e0620ab1b431cb5e88dbb8ddd95940b1ade75980eee18856c68f113c6c3ec599,e0620ab1b431cb5e88dbb8ddd95940b1ade75980eee18856c68f113c6c3ec599
TRAIN_NEG_00180,train,0,random_5_30,29,29,exact,406,406,4050f852d4ee1d15e22beb35f7a10718d96fe20c6acef7d50c60699303afdf76,4050f852d4ee1d15e22beb35f7a10718d96fe20c6acef7d50c60699303afdf76
TRAIN_NEG_00181,train,0,shuffled,8,8,exact,28,28,94a7c9c1791cf83e03eaa6b284917379066a8a19009783e345f1a108f54d1913,94a7c9c1791cf83e03eaa6b284917379066a8a19009783e345f1a108f54d1913
TRAIN_NEG_00182,train,0,partial_50_80,24,24,exact,276,276,0d6b8372e6cadfa96cb7becbd6f8d674f86c6612022b1123b10aafafc6a1f779,0d6b8372e6cadfa96cb7becbd6f8d674f86c6612022b1123b10aafafc6a1f779
TRAIN_NEG_00183,train,0,cross_pathway,13,13,exact,78,78,a3b88c005aeb05c596cfe3d2c8673c9eef5f205ebf4fb1d440de65bd759d7106,a3b88c005aeb05c596cfe3d2c8673c9eef5f205ebf4fb1d440de65bd759d7106
TRAIN_NEG_00184,train,0,random_5_30,26,26,exact,325,325,766d839f392ffa43009f73b3f37e861ad6cdbde877dfee3eed25468028b05a20,766d839f392ffa43009f73b3f37e861ad6cdbde877dfee3eed25468028b05a20
TRAIN_NEG_00185,train,0,shuffled,21,21,exact,210,210,d116d1e7734a9edc3b1dd1201315bbdf6cce6c3d42950831491a45b1ea79c057,d116d1e7734a9edc3b1dd1201315bbdf6cce6c3d42950831491a45b1ea79c057
TRAIN_NEG_00186,train,0,partial_50_80,19,19,exact,171,171,67058296094b903791227da91f8c4a4a3101dcfbfe01bed9a19a8406c00e12e2,67058296094b903791227da91f8c4a4a3101dcfbfe01bed9a19a8406c00e12e2
TRAIN_NEG_00187,train,0,cross_pathway,25,25,exact,300,300,e21316e3561003a65ff0e8c721ebc71fc70258b247a4c1bfcb75abc99bea4848,e21316e3561003a65ff0e8c721ebc71fc70258b247a4c1bfcb75abc99bea4848
TRAIN_NEG_00188,train,0,random_5_30,27,27,exact,351,351,a53ccd07bcdaaba6053d5d64adf53e1b2666a0d1a8992a692ad9a0da340ed092,a53ccd07bcdaaba6053d5d64adf53e1b2666a0d1a8992a692ad9a0da340ed092
TRAIN_NEG_00189,train,0,shuffled,12,12,exact,66,66,4f032aacf5f10f382640aeb5576cd95293490df9e331d9eb92c72f0a3eab382c,4f032aacf5f10f382640aeb5576cd95293490df9e331d9eb92c72f0a3eab382c
TRAIN_NEG_00190,train,0,partial_50_80,8,8,exact,28,28,652139e02da830af8a3bad00128791df13e388ce6c8825692b0418e30cfcbaf2,652139e02da830af8a3bad00128791df13e388ce6c8825692b0418e30cfcbaf2
TRAIN_NEG_00191,train,0,cross_pathway,32,30,hash_sampled,496,435,7adbab5d25688d11c149e3cfb9e52fa619c31b4797948d1f32f122d4db4f9f18,9bd84c504a8cdf2cd29a4f3ee65c6a3e1bca3dde1d7c69a1385751d9ac13ccbd
TRAIN_NEG_00192,train,0,random_5_30,16,16,exact,120,120,28fea513f4a0d69fda801f30974cddac79a08548685cf3e021346856bcb889fa,28fea513f4a0d69fda801f30974cddac79a08548685cf3e021346856bcb889fa
TRAIN_NEG_00193,train,0,shuffled,9,9,exact,36,36,8b033ce458c16f9c92d6487d1a84faf7a0e6f45756e1d1da5c77b58e92a1f2a1,8b033ce458c16f9c92d6487d1a84faf7a0e6f45756e1d1da5c77b58e92a1f2a1
TRAIN_NEG_00194,train,0,partial_50_80,16,16,exact,120,120,7d6cffc5116dc1a80af39b2690a2f8e1fd80a9f56f36ce219e5caf58ee76bb84,7d6cffc5116dc1a80af39b2690a2f8e1fd80a9f56f36ce219e5caf58ee76bb84
TRAIN_NEG_00195,train,0,cross_pathway,20,20,exact,190,190,0e11d6381b1682407ea18140d87a433492f2b1104a913c219a4e884c9a62f723,0e11d6381b1682407ea18140d87a433492f2b1104a913c219a4e884c9a62f723
TRAIN_NEG_00196,train,0,random_5_30,16,16,exact,120,120,3128cceb479bc10928e3f68415236249f6cb55116c9bbf1d72d1cd9b0f92f924,3128cceb479bc10928e3f68415236249f6cb55116c9bbf1d72d1cd9b0f92f924
TRAIN_NEG_00197,train,0,shuffled,47,30,hash_sampled,1081,435,c5123741661e80514550d9b50620c0294197bc799b2f542b6a3da319d305934a,3cd25fe1c5acbbfe1093327113984e769bfcbf03d11c965d781f9978da2cbea5
TRAIN_NEG_00198,train,0,partial_50_80,41,30,hash_sampled,820,435,bbd35b82476adc84bc4107ee768b520cfd6e9cc40b1c0cf71ae7343b913c338e,54067ee4353be6cc3d4442c623ceb471f743df892a6c8ef85046ba488d0a424f
TRAIN_NEG_00199,train,0,cross_pathway,6,6,exact,15,15,40c3d679a08f0655f27a93e05595dd776832a521fc0db8cf8c1083fd2d197a92,40c3d679a08f0655f27a93e05595dd776832a521fc0db8cf8c1083fd2d197a92
TRAIN_NEG_00200,train,0,random_5_30,23,23,exact,253,253,460a34228f7222bd21122ceecf12c048c2247cd1e4c7b0502bb39b6866f1e76f,460a34228f7222bd21122ceecf12c048c2247cd1e4c7b0502bb39b6866f1e76f
TRAIN_NEG_00201,train,0,shuffled,5,5,exact,10,10,4c9950d8298446e334072998c5f19470cac05826e816552974c44af6c082e9d3,4c9950d8298446e334072998c5f19470cac05826e816552974c44af6c082e9d3
TRAIN_NEG_00202,train,0,partial_50_80,76,30,hash_sampled,2850,435,d93076fb3eb8c682df467011c90f36e00ad3cc766fb80710ba2c737b1eee7391,31418536e0f75147d9b6232cf834c91ca692e924b6447af96bbe2c425c56caab
TRAIN_NEG_00203,train,0,cross_pathway,6,6,exact,15,15,4a68656b6b6a2ac0e35e26ea08e7ddaea2fe69f71c6d409f161cabdacc7331c2,4a68656b6b6a2ac0e35e26ea08e7ddaea2fe69f71c6d409f161cabdacc7331c2
TRAIN_NEG_00204,train,0,random_5_30,7,7,exact,21,21,a3f6d7aee7c3f39b820426b9a85c7cdf2482080707cf7c7570e1780fe360c6d4,a3f6d7aee7c3f39b820426b9a85c7cdf2482080707cf7c7570e1780fe360c6d4
TRAIN_NEG_00205,train,0,shuffled,9,9,exact,36,36,5619af4b9ce891d87a55061839423f1f8d39509f3cb611515d44f26f3f90e292,5619af4b9ce891d87a55061839423f1f8d39509f3cb611515d44f26f3f90e292
TRAIN_NEG_00206,train,0,partial_50_80,11,11,exact,55,55,e66adfb215ccc795ae8a47acdcf6bdb18ca82a4bafe02c4997e7e6c4aa93f58c,e66adfb215ccc795ae8a47acdcf6bdb18ca82a4bafe02c4997e7e6c4aa93f58c
TRAIN_NEG_00207,train,0,cross_pathway,7,7,exact,21,21,9cd215b5054b7a53779bf2ac0d57c00d6eb983cd59b8e3c3836d901bfbfdaded,9cd215b5054b7a53779bf2ac0d57c00d6eb983cd59b8e3c3836d901bfbfdaded
TRAIN_NEG_00208,train,0,random_5_30,14,14,exact,91,91,15992fa15c1e9f560828542c4cbdee91d2c1bdfb411d86f6286cdc9f4ca9722d,15992fa15c1e9f560828542c4cbdee91d2c1bdfb411d86f6286cdc9f4ca9722d
TRAIN_NEG_00209,train,0,shuffled,22,22,exact,231,231,94ebe3562c1907e69ab422399bae6c6e0460af90e5719c5801622d6344346da0,94ebe3562c1907e69ab422399bae6c6e0460af90e5719c5801622d6344346da0
TRAIN_NEG_00210,train,0,partial_50_80,10,10,exact,45,45,4cfa9db93e46ee9928d50ba3f1726d245e82d3ea9431556a5991f3a647bec7a6,4cfa9db93e46ee9928d50ba3f1726d245e82d3ea9431556a5991f3a647bec7a6
TRAIN_NEG_00211,train,0,cross_pathway,41,30,hash_sampled,820,435,d5a19d1e4e0e2146c19686d5fd03233cf323774b1bc73621f1c350d97c3b6531,882028a6ae7b063e15ae610ab582a5bf754007ba7655323b70ebb3cfb022f60f
TRAIN_NEG_00212,train,0,random_5_30,19,19,exact,171,171,2ccffe5084b598c8f25397b586b89176985f3b1a65523585ea70fdac5e03a167,2ccffe5084b598c8f25397b586b89176985f3b1a65523585ea70fdac5e03a167
TRAIN_NEG_00213,train,0,shuffled,65,30,hash_sampled,2080,435,d43c5e1ddee4496509558b8ed862c8ee1d7c82316af57690e14ef2018cedef24,31a62ce91211f5a60c7c81eda017b2f0d9234a7be72d7cbd54fad82805232033
TRAIN_NEG_00214,train,0,partial_50_80,7,7,exact,21,21,a160afc3ddc896caad81a08a12a6364407e2d6d033de2d71e61957f2d1811b76,a160afc3ddc896caad81a08a12a6364407e2d6d033de2d71e61957f2d1811b76
TRAIN_NEG_00215,train,0,cross_pathway,6,6,exact,15,15,e917dbdcdb7612b835dd0e2c0b61667ca2faef8546f26473e7df049a090dbe0a,e917dbdcdb7612b835dd0e2c0b61667ca2faef8546f26473e7df049a090dbe0a
TRAIN_NEG_00216,train,0,random_5_30,13,13,exact,78,78,d92191f77395ad48e1639aa12b37ab5b93f54b313e7047294a267dcf0568eaac,d92191f77395ad48e1639aa12b37ab5b93f54b313e7047294a267dcf0568eaac
TRAIN_NEG_00217,train,0,shuffled,62,30,hash_sampled,1891,435,757eae60b45e209bd682d0aa8be7df609b808eeb77d38c93f51785bdaa36e05d,767fd33b4ec4fd40687ae6c12c33c868ffe6f7dd63f780e1cdfa818b60bc6ee8
TRAIN_NEG_00218,train,0,partial_50_80,11,11,exact,55,55,63cdf7d75188017c089dbb85252294d31546b790cc81f240db607bb97d0be201,63cdf7d75188017c089dbb85252294d31546b790cc81f240db607bb97d0be201
TRAIN_NEG_00219,train,0,cross_pathway,19,19,exact,171,171,1bb53ea05efbb23d8685db294cb346846456f40dc27640470aa4a6ddf974d339,1bb53ea05efbb23d8685db294cb346846456f40dc27640470aa4a6ddf974d339
TRAIN_NEG_00220,train,0,random_5_30,7,7,exact,21,21,e643a3ef48e79e1f62a85abe0449487dce237b0630a02bcc773c1c34e4cf3983,e643a3ef48e79e1f62a85abe0449487dce237b0630a02bcc773c1c34e4cf3983
TRAIN_NEG_00221,train,0,shuffled,5,5,exact,10,10,b5b0525978dc9974d501d12c96f081d54896960a79ba4b9d743ff0e74c5ae6d8,b5b0525978dc9974d501d12c96f081d54896960a79ba4b9d743ff0e74c5ae6d8
TRAIN_NEG_00222,train,0,partial_50_80,8,8,exact,28,28,30576f0ed44b174ee13a18fc6a76e3f9bb6002c7bf47545ed1ba6cf684319237,30576f0ed44b174ee13a18fc6a76e3f9bb6002c7bf47545ed1ba6cf684319237
TRAIN_NEG_00223,train,0,cross_pathway,10,10,exact,45,45,5ca0e573bb11c5f76d3d782d801f1e535b8f169ef531c9bb6bb175ad5c204212,5ca0e573bb11c5f76d3d782d801f1e535b8f169ef531c9bb6bb175ad5c204212
TRAIN_NEG_00224,train,0,random_5_30,26,26,exact,325,325,a91b92a33cdd64f565ed27cea4fb82017f864d2c107590ef71716989e0b6faf7,a91b92a33cdd64f565ed27cea4fb82017f864d2c107590ef71716989e0b6faf7
TRAIN_NEG_00225,train,0,shuffled,7,7,exact,21,21,b5d83b3fb5b21fbb3b7eab7ab909df4d71e3b403209a9dfe4bf09306dc04b10f,b5d83b3fb5b21fbb3b7eab7ab909df4d71e3b403209a9dfe4bf09306dc04b10f
TRAIN_NEG_00226,train,0,partial_50_80,28,28,exact,378,378,97530c50b3222444aad6db55514dfb564c5c051e5195bc543932cb232db0b1fd,97530c50b3222444aad6db55514dfb564c5c051e5195bc543932cb232db0b1fd
